EnhetNivaa,Nasjonaltkode,Fylkekode,Kommunekode,Organisasjonsnummer,Nasjonalt,Fylke,Kommune,EnhetNavn,EngPoints,EngSE,EngN,EngExc,EngMiss,ReadPoints,ReadSE,ReadN,ReadExc,ReadMiss,MathPoints,MathSE,MathN,MathExc,MathMiss
3,I,18,1851,1851,Hele landet,Nordland,Lødingen,Lødingen,49,4.5,15,,,45,3,15,,,46,3.5,15,,
4,I,18,1851,974582066,Hele landet,Nordland,Lødingen,Lødingen skole,,,,,,,,,,,,,,,
4,I,18,1851,974582074,Hele landet,Nordland,Lødingen,Vestbygd skole,,,,0,0,,,,0,0,,,,0,0
3,I,18,1837,1837,Hele landet,Nordland,Meløy,Meløy,51,2.1,82,6.7,1.1,49,1.8,79,10.1,1.1,47,1.7,80,7.9,2.2
4,I,18,1837,975287335,Hele landet,Nordland,Meløy,Enga skole,53,3.8,12,0,0,54,4.3,10,,,53,4.3,10,,
4,I,18,1837,975287300,Hele landet,Nordland,Meløy,Glomfjord skole,54,3.1,12,,,45,3.3,11,,,46,3.9,11,,
4,I,18,1837,975287343,Hele landet,Nordland,Meløy,Halsa skole,48,6.7,11,,,44,4.2,11,,,49,4.3,12,0,0
4,I,18,1837,915372473,Hele landet,Nordland,Meløy,Neverdal Enspire skole AS,50,7.2,11,,,50,5.3,11,,,46,4.4,11,,
4,I,18,1837,975287378,Hele landet,Nordland,Meløy,Reipå skole,53,6.5,10,,,53,3.7,10,,,50,3.9,10,,
4,I,18,1837,975287351,Hele landet,Nordland,Meløy,Spildra skole,49,3.8,26,,,50,3.4,26,,,45,3.1,26,,
3,I,18,1874,1874,Hele landet,Nordland,Moskenes,Moskenes,,,,,,,,,,,,,,,
4,I,18,1874,975288609,Hele landet,Nordland,Moskenes,Sørvågen skole,,,,,,,,,,,,,,,
3,I,18,1806,1806,Hele landet,Nordland,Narvik,Narvik,48,1.3,223,6.2,1.2,47,1.1,225,6.2,0.4,48,1.2,225,5.4,0.8
4,I,18,1806,974043068,Hele landet,Nordland,Narvik,Ankenes skole,52,2.6,39,,,50,2.3,39,,,54,2.2,41,,
4,I,18,1806,875288482,Hele landet,Nordland,Narvik,Ballangen skole,43,3,24,0,0,44,3.3,24,0,0,45,3.2,23,0,4.2
4,I,18,1806,975288552,Hele landet,Nordland,Narvik,Beisfjord barneskole,45,5,15,0,0,44,3.7,15,0,0,48,3.3,15,0,0
4,I,18,1806,875288512,Hele landet,Nordland,Narvik,Bjerkvik barne- og ungdomsskole,43,5.9,11,0,0,47,4.9,11,0,0,47,3.9,11,0,0
4,I,18,1806,975286363,Hele landet,Nordland,Narvik,Frydenlund skole,53,3,48,10.9,1.8,50,2.7,48,10.9,1.8,49,3,48,11.1,
4,I,18,1806,975288536,Hele landet,Nordland,Narvik,Håkvik barneskole,45,4,21,0,0,51,3.6,21,0,0,45,3.8,21,0,0
4,I,18,1806,974625563,Hele landet,Nordland,Narvik,Kjøpsvik skole,,,,,,,,,,,,,,,
4,I,18,1806,912282880,Hele landet,Nordland,Narvik,Narvik montessoriskole,47,6.5,12,0,,45,5.6,12,0,,48,5.2,11,0,8.3
4,I,18,1806,979646429,Hele landet,Nordland,Narvik,Skistua barneskole,46,2.5,45,,,45,2.1,46,,,43,2.3,46,,
4,I,18,1806,975288528,Hele landet,Nordland,Narvik,Skjomen skole,,,,0,,,,,0,,,,,0,
3,I,18,1828,1828,Hele landet,Nordland,Nesna,Nesna,46,3.4,25,,,44,3.4,24,,,50,2.2,22,,
4,I,18,1828,975286886,Hele landet,Nordland,Nesna,Nesna skole Avd Nesna,46,3.4,25,,,44,3.4,24,,,50,2.2,22,,
3,I,18,1833,1833,Hele landet,Nordland,Rana,Rana,50,1.2,273,3.5,2.1,50,1.1,273,4.8,0.7,50,1.1,272,4.8,1
4,I,18,1833,975287017,Hele landet,Nordland,Rana,Båsmo barneskole,46,2.3,46,,,49,2.4,46,,,48,2.2,45,,
4,I,18,1833,917485976,Hele landet,Nordland,Rana,Dalsgrenda montessoriskole SA,,,,,20,,,,,20,,,,,20
4,I,18,1833,975287025,Hele landet,Nordland,Rana,Gruben barneskole,55,2.4,57,,,52,2.2,57,,,55,2.1,58,,
4,I,18,1833,996773299,Hele landet,Nordland,Rana,Grønfjelldal montessoriskole SA,,,,0,0,,,,0,0,,,,0,0
4,I,18,1833,975287068,Hele landet,Nordland,Rana,Hauknes skole,53,3.4,32,0,0,51,3.4,32,0,0,49,3,32,0,0
4,I,18,1833,874550612,Hele landet,Nordland,Rana,Lyngheim skole,53,2.7,46,,,49,2.4,45,10,,51,2.7,45,10,
4,I,18,1833,975287041,Hele landet,Nordland,Rana,Selfors barneskole,47,3.9,23,,,50,3.5,23,,,50,4.1,23,,
4,I,18,1833,975287092,Hele landet,Nordland,Rana,Skonseng skole,47,4.3,21,0,0,50,4.2,21,0,0,47,3,21,0,0
4,I,18,1833,975287033,Hele landet,Nordland,Rana,Storforshei barne- og ungdomsskole,,,,,,,,,,,,,,,
4,I,18,1833,975287076,Hele landet,Nordland,Rana,Utskarpen barne- og ungdomsskole,,,,0,,,,,0,,,,,0,
4,I,18,1833,875287052,Hele landet,Nordland,Rana,Ytteren skole,51,4.2,24,,,51,3.2,24,,,52,2.9,24,,
3,I,18,1836,1836,Hele landet,Nordland,Rødøy,Rødøy,,,,,,,,,,,,,,,
4,I,18,1836,975287297,Hele landet,Nordland,Rødøy,Jektvik skole,,,,0,0,,,,0,0,,,,0,0
4,I,18,1836,975287246,Hele landet,Nordland,Rødøy,Rødøy skole,,,,0,0,,,,0,0,,,,0,0
4,I,18,1836,975287203,Hele landet,Nordland,Rødøy,Tjongsfjord skole,,,,,,,,,,,,,,,
4,I,18,1836,975287289,Hele landet,Nordland,Rødøy,Øresvik skole,,,,0,0,,,,0,0,,,,0,0
3,I,18,1856,1856,Hele landet,Nordland,Røst,Røst,,,0,,,,,,,,,,,,
4,I,18,1856,975288587,Hele landet,Nordland,Røst,Røst barne- og ungdomsskole,,,0,,,,,,,,,,,,
3,I,18,1840,1840,Hele landet,Nordland,Saltdal,Saltdal,43,2.4,45,,,43,1.9,41,10.4,4.2,42,1.8,44,,
4,I,18,1840,974625237,Hele landet,Nordland,Saltdal,Rognan barneskole,43,3,32,,,44,2.5,28,,,43,2.2,31,,
4,I,18,1840,975287432,Hele landet,Nordland,Saltdal,Røkland skole Grunnskolen,43,3.8,13,,,43,2.8,13,,,39,2.8,13,,
3,I,18,1870,1870,Hele landet,Nordland,Sortland - Suortá,Sortland - Suortá,50,2,109,5.8,4.1,49,1.8,105,5.8,7.4,49,2,110,5.7,4.1
4,I,18,1870,913815351,Hele landet,Nordland,Sortland - Suortá,Jennestad montessoriskole,51,7,11,,,47,5,11,,,43,5.6,11,,
4,I,18,1870,979129637,Hele landet,Nordland,Sortland - Suortá,Lamarka skole,53,3.4,25,,,53,2.8,25,,,55,3.4,26,,
4,I,18,1870,975288242,Hele landet,Nordland,Sortland - Suortá,Maurnes skole,,,,,,,,,,,,,,,
4,I,18,1870,975288234,Hele landet,Nordland,Sortland - Suortá,Sigerfjord skole,53,5.4,17,,,52,4.6,16,,,,,,,
4,I,18,1870,975288188,Hele landet,Nordland,Sortland - Suortá,Sortland barneskole,47,3.3,36,,,46,3.4,33,,,45,3.6,33,,
4,I,18,1870,975288269,Hele landet,Nordland,Sortland - Suortá,Strand skole,,,,0,12.5,,,,0,12.5,44,2.7,16,0,0
3,I,18,1848,1848,Hele landet,Nordland,Steigen,Steigen,48,5.2,17,0,10.5,44,4.8,19,0,0,42,4.7,15,0,21.1
4,I,18,1848,975288463,Hele landet,Nordland,Steigen,Laskestad skole,,,,0,16.7,,,,0,0,,,,0,16.7
4,I,18,1848,975292924,Hele landet,Nordland,Steigen,Steigenskolen Leinesfjord,,,,0,7.7,,,,0,0,,,,0,23.1
3,I,18,1812,1812,Hele landet,Nordland,Sømna,Sømna,51,4.1,26,,,48,4.2,26,,,50,3.5,26,,
4,I,18,1812,974043785,Hele landet,Nordland,Sømna,Vik skole,51,4.1,26,,,48,4.2,26,,,50,3.5,26,,
3,I,18,1845,1845,Hele landet,Nordland,Sørfold,Sørfold,45,3.8,21,0,0,42,3.1,21,0,0,42,3.3,21,0,0
4,I,18,1845,975288382,Hele landet,Nordland,Sørfold,Røsvik skole,,,,0,0,,,,0,0,,,,0,0
4,I,18,1845,975287459,Hele landet,Nordland,Sørfold,Straumen skole,,,,0,0,,,,0,0,,,,0,0
3,I,18,1835,1835,Hele landet,Nordland,Træna,Træna,,,,,,,,,,,,,,,
4,I,18,1835,974047748,Hele landet,Nordland,Træna,Husøy skole,,,,,,,,,,,,,,,
3,I,18,1824,1824,Hele landet,Nordland,Vefsn,Vefsn,51,1.7,138,7.8,2,52,1.8,136,9.2,2,53,1.8,145,4.6,0.7
4,I,18,1824,975289516,Hele landet,Nordland,Vefsn,Granmoen skole,48,5.2,18,,,49,3.9,19,,,44,4.6,19,,
4,I,18,1824,979314256,Hele landet,Nordland,Vefsn,Kulstad skole,49,2.9,49,,,49,2.7,49,,,48,2.4,50,,
4,I,18,1824,974545071,Hele landet,Nordland,Vefsn,Mosjøen skole,51,3.9,28,,,50,3.6,25,16.1,3.2,54,3.2,30,,
4,I,18,1824,975286738,Hele landet,Nordland,Vefsn,Olderskog skole,53,3,43,13.7,2,58,3,43,13.7,2,61,2.5,46,,
3,I,18,1815,1815,Hele landet,Nordland,Vega,Vega,50,5.1,12,0,0,48,4.4,12,0,0,56,5.8,10,,
4,I,18,1815,874570702,Hele landet,Nordland,Vega,Vega barne- og ungdomsskole,50,5.1,12,0,0,48,4.4,12,0,0,56,5.8,10,,
3,I,18,1860,1860,Hele landet,Nordland,Vestvågøy,Vestvågøy,49,1.5,134,7.2,4.6,48,1.5,136,6.6,3.9,46,1.5,137,7.2,2.6
4,I,18,1860,975288692,Hele landet,Nordland,Vestvågøy,Ballstad skole,54,4.8,16,0,,,,,0,6.3,42,4,16,0,
4,I,18,1860,975288714,Hele landet,Nordland,Vestvågøy,Buksnes skole,49,3.8,19,0,17.4,48,2.9,22,0,4.3,50,4,22,0,4.3
4,I,18,1860,975288706,Hele landet,Nordland,Vestvågøy,Bøstad skole,,,,0,,,,,0,,,,,0,
4,I,18,1860,911779641,Hele landet,Nordland,Vestvågøy,Eltoft montessoriskole AS,,,,0,0,,,,0,0,,,,0,0
4,I,18,1860,975288641,Hele landet,Nordland,Vestvågøy,Fygle skole,47,3.7,20,,,44,4.5,21,,,48,4.4,20,,
4,I,18,1860,975288684,Hele landet,Nordland,Vestvågøy,Leknes skole,50,2.9,41,10.9,,51,3.1,40,13,,45,2.6,41,10.9,
4,I,18,1860,911765977,Hele landet,Nordland,Vestvågøy,Opdøl montessoriskole AS,,,,,,,,,,,,,,,
4,I,18,1860,975288668,Hele landet,Nordland,Vestvågøy,Svarholt skole,,,,,,47,3.2,19,,,,,,,
3,I,18,1816,1816,Hele landet,Nordland,Vevelstad,Vevelstad,,,,0,66.7,,,,0,,,,,0,
4,I,18,1816,975283925,Hele landet,Nordland,Vevelstad,Vevelstad sentralskole,,,,0,66.7,,,,0,,,,,0,
3,I,18,1857,1857,Hele landet,Nordland,Værøy,Værøy,,,,0,25,,,,0,25,,,,0,0
4,I,18,1857,974622882,Hele landet,Nordland,Værøy,Værøy skole,,,,0,25,,,,0,25,,,,0,0
3,I,18,1865,1865,Hele landet,Nordland,Vågan,Vågan,49,2,91,8,1,49,1.8,91,8.9,1,48,1.7,96,,
4,I,18,1865,874558532,Hele landet,Nordland,Vågan,Gimsøy skole,,,,,,,,,,,,,,0,0
4,I,18,1865,974558637,Hele landet,Nordland,Vågan,Henningsvær skole,,,,0,20,,,,0,20,,,,0,20
4,I,18,1865,974558645,Hele landet,Nordland,Vågan,Kabelvåg skole,43,2.6,23,,,52,3.5,21,,,49,3.6,24,,
4,I,18,1865,974558505,Hele landet,Nordland,Vågan,Laukvik skole,,,,0,0,,,,0,0,,,,0,0
4,I,18,1865,974558661,Hele landet,Nordland,Vågan,Laupstad skole,,,,,,,,,,,,,,0,0
4,I,18,1865,974558491,Hele landet,Nordland,Vågan,Skrova skole,,,,0,0,,,,0,0,,,,0,0
4,I,18,1865,974558513,Hele landet,Nordland,Vågan,Svolvær skole,52,2.6,51,,,49,2.4,52,,,48,2.2,53,,
4,I,18,1865,982163277,Hele landet,Nordland,Vågan,Ørsnes privatskole,,,,,,,,,,,,,,,
3,I,18,1868,1868,Hele landet,Nordland,Øksnes,Øksnes,48,3.1,36,18.2,,47,2.2,38,13.6,,50,3,42,,
4,I,18,1868,975288161,Hele landet,Nordland,Øksnes,Alsvåg skole,,,,,,,,,,,,,,,
4,I,18,1868,975288129,Hele landet,Nordland,Øksnes,Myre skole,,,,,,,,,,,,,,,
3,I,18,1826,1826,Hele landet,Nordland,Aarborte - Hattfjelldal,Aarborte - Hattfjelldal,45,5.6,11,,,50,4.5,11,,,51,2.9,11,,
4,I,18,1826,975286789,Hele landet,Nordland,Aarborte - Hattfjelldal,Hattfjelldal oppvekstsenter Avd skole,,,,,,,,,,,,,,,
4,I,18,1826,874580732,Hele landet,Nordland,Aarborte - Hattfjelldal,Susendal oppvekstsenter Avd skole,,,,0,0,,,,0,0,,,,0,0
2,I,3,,3,Hele landet,Oslo,Alle kommuner,Oslo,53,0.2,6 455,5.3,1.9,52,0.2,6 406,6.4,1.7,51,0.2,6 399,6.1,2.2
3,I,3,301,301,Hele landet,Oslo,Oslo,Oslo,53,0.2,6 455,5.3,1.9,52,0.2,6 406,6.4,1.7,51,0.2,6 399,6.1,2.2
4,I,3,301,974589648,Hele landet,Oslo,Oslo,Abildsø skole,54,2.9,44,,,52,2.9,43,,,54,2.5,42,,
4,I,3,301,974589656,Hele landet,Oslo,Oslo,Ammerud skole,51,2.1,83,7.8,,52,2.2,84,6.7,,50,2.3,81,7.8,2.2
4,I,3,301,974590433,Hele landet,Oslo,Oslo,Bakås skole,46,3.4,27,0,0,43,2.7,27,0,0,41,3.5,27,0,0
4,I,3,301,974589664,Hele landet,Oslo,Oslo,Bekkelaget skole,53,2.3,73,,,55,2.4,72,,,55,2.2,73,,
4,I,3,301,912697711,Hele landet,Oslo,Oslo,Berg skole,54,2.6,61,0,1.6,56,2.5,58,0,6.5,58,2.4,59,0,4.8
4,I,3,301,974589672,Hele landet,Oslo,Oslo,Bestum skole,57,2.4,70,,,55,2.6,71,0,0,58,2.1,66,,
4,I,3,301,974589680,Hele landet,Oslo,Oslo,Bjølsen skole,50,2.8,41,,,50,2.5,46,,,51,2.9,48,,
4,I,3,301,974590514,Hele landet,Oslo,Oslo,Bjørndal skole,51,2.4,66,0,0,46,2.1,66,0,0,44,2,66,0,0
4,I,3,301,974590603,Hele landet,Oslo,Oslo,Bjørnsletta skole,53,2.5,57,,,51,2.1,56,,,52,1.9,55,,
4,I,3,301,987865997,Hele landet,Oslo,Oslo,Bogstad skole,53,2.8,45,,,58,2.7,45,,,58,2.6,46,,
4,I,3,301,974589702,Hele landet,Oslo,Oslo,Bolteløkka skole,54,2.9,46,,,54,3,44,10.2,,53,3.3,44,10.2,
4,I,3,301,974589710,Hele landet,Oslo,Oslo,Bryn skole,50,2.1,57,8.1,,46,2.1,56,9.7,,44,2.6,56,8.1,1.6
4,I,3,301,916513968,Hele landet,Oslo,Oslo,Brynseng skole,55,2.3,54,0,1.8,58,2.4,52,,,55,2.4,52,,
4,I,3,301,974589729,Hele landet,Oslo,Oslo,Bygdøy skole,57,2.6,50,,,55,2.3,49,,,57,2.6,48,,
4,I,3,301,974589737,Hele landet,Oslo,Oslo,Bøler skole,55,2.1,61,0,1.6,54,2.8,61,0,1.6,53,2.6,61,0,1.6
4,I,3,301,973480634,Hele landet,Oslo,Oslo,Den Tysk-Norske skolen i Oslo,,,,,,57,3.9,19,,,63,3.4,21,0,0
4,I,3,301,879128072,Hele landet,Oslo,Oslo,Disen skole,54,2.4,70,,,53,2.2,70,,,55,2.1,68,,
4,I,3,301,974589745,Hele landet,Oslo,Oslo,Ekeberg skole,54,1.9,103,,,54,2,105,,,53,1.9,106,,
4,I,3,301,974589753,Hele landet,Oslo,Oslo,Ellingsrudåsen skole,52,2.2,75,,,51,2.1,73,,,51,1.9,74,,
4,I,3,301,916203993,Hele landet,Oslo,Oslo,Fernanda Nissen skole,49,2.7,59,0,3.3,47,2.9,55,,,45,3.2,55,0,8.3
4,I,3,301,974589761,Hele landet,Oslo,Oslo,Furuset skole,55,2.8,42,,,54,2.8,42,,,50,2.7,42,,
4,I,3,301,973626442,Hele landet,Oslo,Oslo,Gamlebyen skole,50,3.3,46,11.5,,49,3.3,39,25,,48,2.9,39,24.5,1.9
4,I,3,301,979927533,Hele landet,Oslo,Oslo,Godlia skole,53,2.1,57,,,54,2.1,58,,,56,2.2,59,,
4,I,3,301,974589788,Hele landet,Oslo,Oslo,Grefsen skole,52,1.7,109,6,,53,1.7,109,6,,53,1.6,107,7.8,
4,I,3,301,974589699,Hele landet,Oslo,Oslo,Grindbakken skole,51,2.2,74,,,57,2.1,77,,,55,2.3,75,,
4,I,3,301,974589796,Hele landet,Oslo,Oslo,Grorud skole,53,3.3,36,26.5,,51,3.1,33,32.7,,48,2.8,34,30.6,
4,I,3,301,874589802,Hele landet,Oslo,Oslo,Grünerløkka skole,54,2.8,58,7.6,4.5,50,2.4,58,,,46,2.5,61,,
4,I,3,301,974590417,Hele landet,Oslo,Oslo,Hallagerbakken skole,54,2.6,45,,,51,2.7,45,,,50,2.1,45,,
4,I,3,301,974589818,Hele landet,Oslo,Oslo,Hasle skole,54,2,94,,,55,1.8,94,,,56,2,93,,
4,I,3,301,874590452,Hele landet,Oslo,Oslo,Haugen skole,52,2,90,10.8,1,46,1.6,91,10.8,,46,2.1,90,11.8,
4,I,3,301,974590549,Hele landet,Oslo,Oslo,Haugenstua skole,53,2.5,47,12.7,1.8,46,2.3,48,12.7,,45,2.6,49,9.1,1.8
4,I,3,301,974590670,Hele landet,Oslo,Oslo,Haukåsen skole,,,0,,,,,0,,,,,0,,
4,I,3,301,917526427,Hele landet,Oslo,Oslo,Holmen skole,50,2.3,54,8.5,,55,3.1,54,8.5,,53,2.4,54,8.5,
4,I,3,301,974589834,Hele landet,Oslo,Oslo,Huseby skole,57,1.9,83,,,58,2,82,,,57,1.9,82,,
4,I,3,301,974589842,Hele landet,Oslo,Oslo,Høybråten skole,50,2.1,89,,,51,2,89,,,50,2.2,85,,
4,I,3,301,974589850,Hele landet,Oslo,Oslo,Høyenhall skole,51,2.1,66,0,1.5,50,2.1,67,0,0,52,2.2,65,0,3
4,I,3,301,974589869,Hele landet,Oslo,Oslo,Ila skole,53,2.1,79,,,52,2.2,79,,,51,2.2,78,,
4,I,3,301,974590506,Hele landet,Oslo,Oslo,Jeriko skole,51,4.3,22,,,50,3.7,22,,,50,2.6,22,,
4,I,3,301,974589877,Hele landet,Oslo,Oslo,Kampen skole,52,2.5,69,,,53,2.5,65,,,50,2.7,68,,
4,I,3,301,979126743,Hele landet,Oslo,Oslo,Karlsrud skole,53,3.1,49,0,0,53,2.7,49,0,0,51,3.2,49,0,0
4,I,3,301,987131780,Hele landet,Oslo,Oslo,Kastellet skole,52,2.3,61,0,3.2,54,2,62,0,1.6,56,2.1,61,0,3.2
4,I,3,301,974589893,Hele landet,Oslo,Oslo,Kjelsås skole,52,2,101,,,55,1.9,100,,,54,1.8,98,,
4,I,3,301,974589907,Hele landet,Oslo,Oslo,Klemetsrud skole,50,4,28,0,3.4,46,3.5,28,0,3.4,48,3.6,28,0,3.4
4,I,3,301,974589915,Hele landet,Oslo,Oslo,Korsvoll skole,52,2.2,71,,,55,2.2,72,,,55,2.4,73,,
4,I,3,301,975960315,Hele landet,Oslo,Oslo,Kringsjå skole,50,2.8,52,,,54,2.6,53,,,55,2.4,53,,
4,I,3,301,974589923,Hele landet,Oslo,Oslo,Lakkegata skole,51,2.6,61,0,6.2,49,2.4,58,0,10.8,45,2.6,61,,
4,I,3,301,974589931,Hele landet,Oslo,Oslo,Lambertseter skole,52,2.1,65,,,52,2.1,64,7.1,1.4,50,2.4,65,,
4,I,3,301,874589942,Hele landet,Oslo,Oslo,Lilleaker skole,53,2.4,48,,,54,2.8,42,,,54,3.3,40,,
4,I,3,301,974589958,Hele landet,Oslo,Oslo,Lilleborg skole,54,2.8,45,,,53,2.9,45,,,52,2.8,45,,
4,I,3,301,974590468,Hele landet,Oslo,Oslo,Lindeberg skole,50,2.5,40,0,2.4,44,2.4,40,0,2.4,45,3,40,0,2.4
4,I,3,301,974589966,Hele landet,Oslo,Oslo,Linderud skole,54,3.1,33,,,47,3.2,33,,,47,3.8,34,,
4,I,3,301,973465139,Hele landet,Oslo,Oslo,Ljabruskolen - steinerskole for Elever Med Spesielle Behov,,,0,,,,,0,,,,,0,,
4,I,3,301,974589974,Hele landet,Oslo,Oslo,Ljan skole,54,2.8,47,,,54,2.3,49,,,55,2.8,48,,
4,I,3,301,973626450,Hele landet,Oslo,Oslo,Lusetjern skole,52,2.4,43,13.7,2,47,2.5,43,15.7,,45,2.3,43,15.7,
4,I,3,301,976811232,Hele landet,Oslo,Oslo,Lutvann skole,52,2.6,44,18.5,,48,2,44,18.5,,48,2.7,43,18.5,1.9
4,I,3,301,976939190,Hele landet,Oslo,Oslo,Lycee Francais Rene Cassin Doslo,58,3,45,0,6.3,53,2.7,32,31.3,2.1,56,2.3,32,29.2,4.2
4,I,3,301,974590522,Hele landet,Oslo,Oslo,Lysejordet skole,55,2.1,69,0,1.4,54,2.1,69,,,55,1.9,69,0,1.4
4,I,3,301,974590786,Hele landet,Oslo,Oslo,Lønnebakken skole,,,0,,,,,,,,,,,,
4,I,3,301,912033333,Hele landet,Oslo,Oslo,Løren skole,52,2.1,94,6.9,1,51,2.1,91,7.8,2.9,50,2.3,93,5.9,2.9
4,I,3,301,974589990,Hele landet,Oslo,Oslo,Majorstuen skole,55,2.3,66,0,1.5,52,2.4,67,0,0,51,2.3,64,0,4.5
4,I,3,301,874590002,Hele landet,Oslo,Oslo,Manglerud skole,55,2,82,6.8,,52,1.9,75,14.8,,53,1.7,71,17,2.3
4,I,3,301,974590018,Hele landet,Oslo,Oslo,Maridalen skole,51,4.4,16,0,0,58,4.3,16,0,0,53,5,16,0,0
4,I,3,301,974590026,Hele landet,Oslo,Oslo,Marienlyst skole,56,2.7,60,14.1,1.4,54,2.9,63,9.9,1.4,54,2.2,61,11.3,2.8
4,I,3,301,974590492,Hele landet,Oslo,Oslo,Mortensrud skole,53,2.6,48,,,48,2.6,49,,,45,3,48,,
4,I,3,301,974590034,Hele landet,Oslo,Oslo,Munkerud skole,53,1.8,105,,,55,1.7,105,,,51,1.6,105,,
4,I,3,301,974590042,Hele landet,Oslo,Oslo,Møllergata skole,56,2.7,27,25.6,5.1,54,3.9,27,28.2,2.6,54,4,25,30.8,5.1
4,I,3,301,974590476,Hele landet,Oslo,Oslo,Nedre Bekkelaget skole,51,3.5,29,0,6.5,54,3.3,29,0,6.5,50,2.7,28,,
4,I,3,301,997621506,Hele landet,Oslo,Oslo,Nordpolen skole,52,2.6,60,,,53,2.3,60,,,52,2.4,60,,
4,I,3,301,974590611,Hele landet,Oslo,Oslo,Nordseter skole,50,2.4,51,,,52,2.2,53,,,52,2.3,54,,
4,I,3,301,974590069,Hele landet,Oslo,Oslo,Nordstrand skole,55,2.6,45,,,59,2.7,46,,,57,2.6,47,,
4,I,3,301,974590077,Hele landet,Oslo,Oslo,Nordtvet skole,53,2.7,47,11.1,1.9,51,2.5,47,13,,49,2.5,46,13,1.9
4,I,3,301,974590816,Hele landet,Oslo,Oslo,Nordvoll skole,,,0,,,,,0,,,,,0,,
4,I,3,301,915601618,Hele landet,Oslo,Oslo,Norlights International School Oslo AS,58,4.1,18,0,0,39,3.3,11,42.1,,48,4.1,19,0,0
4,I,3,301,885142362,Hele landet,Oslo,Oslo,Nyskolen i Oslo,,,,,,,,,,,,,,,
4,I,3,301,974590085,Hele landet,Oslo,Oslo,Nøklevann skole,51,3.4,41,14.6,,51,3.3,38,16.7,4.2,52,3.4,38,18.8,2.1
4,I,3,301,974590093,Hele landet,Oslo,Oslo,Oppsal skole,50,3.2,49,,,54,2.4,49,9.1,1.8,52,2.7,49,,
4,I,3,301,813993422,Hele landet,Oslo,Oslo,Oslo kommune Språksenteret,,,,0,0,,,0,,,,,0,,
4,I,3,301,973488910,Hele landet,Oslo,Oslo,Oslo montessoriskole,55,4.1,22,0,4.3,55,4.3,23,0,0,52,4.5,21,0,8.7
4,I,3,301,974590107,Hele landet,Oslo,Oslo,Prinsdal skole,53,2.4,57,10.9,,51,2.3,54,15.6,,50,2.5,56,12.5,
4,I,3,301,974589982,Hele landet,Oslo,Oslo,Refstad skole,57,2.5,56,7.9,3.2,52,2,55,9.5,3.2,54,2.3,58,,
4,I,3,301,974590115,Hele landet,Oslo,Oslo,Rommen skole,51,2.3,50,12.1,1.7,45,2.2,48,14,1.8,44,2.2,49,13.8,1.7
4,I,3,301,974590050,Hele landet,Oslo,Oslo,Rosenholm skole,50,2.8,37,,,47,2.9,36,,,47,2.9,36,,
4,I,3,301,974117096,Hele landet,Oslo,Oslo,Rudolf steinerskolen i Oslo,47,2.3,40,,,51,2.6,39,,,48,2.5,40,,
4,I,3,301,974590131,Hele landet,Oslo,Oslo,Ruseløkka skole,50,3.2,29,,,48,3.8,27,,,46,3.7,28,,
4,I,3,301,874590142,Hele landet,Oslo,Oslo,Rustad skole,50,2.4,78,,,49,2.1,80,,,48,2.2,80,,
4,I,3,301,975079465,Hele landet,Oslo,Oslo,Ryenberget skole,55,3.8,19,0,0,51,4,18,0,5.3,49,4.2,18,0,5.3
4,I,3,301,974590158,Hele landet,Oslo,Oslo,Rødtvet skole,53,2.6,57,10.8,1.5,48,2.7,58,10.8,,49,3,57,10.8,1.5
4,I,3,301,974590166,Hele landet,Oslo,Oslo,Sagene skole,55,2.4,65,0,4.4,53,2.7,66,0,2.9,52,2.5,67,0,1.5
4,I,3,301,979127502,Hele landet,Oslo,Oslo,Seterbråten skole,52,2.3,46,11.1,3.7,50,2.5,47,11.1,1.9,51,2.6,47,11.1,1.9
4,I,3,301,974590174,Hele landet,Oslo,Oslo,Sinsen skole,59,1.8,79,15.1,,57,1.8,78,16.1,,57,1.8,78,15.1,1.1
4,I,3,301,874590282,Hele landet,Oslo,Oslo,Skjønnhaug skole,54,3.5,28,0,3.4,47,3.3,27,0,6.9,47,3.6,28,0,3.4
4,I,3,301,979128134,Hele landet,Oslo,Oslo,Skøyen skole,58,2.1,91,,,60,2,92,,,58,1.8,92,,
4,I,3,301,974590182,Hele landet,Oslo,Oslo,Slemdal skole,53,2.4,82,,,56,2.2,82,,,55,2.1,83,0,0
4,I,3,301,974590190,Hele landet,Oslo,Oslo,Smestad skole,56,2.1,79,,,56,2.1,79,,,57,1.9,79,,
4,I,3,301,974117088,Hele landet,Oslo,Oslo,St Sunniva skole Avd Undervisning,55,3,43,0,0,50,3,43,0,0,51,3,43,0,0
4,I,3,301,977509777,Hele landet,Oslo,Oslo,Steinerskolen på Nordstrand,39,2.7,25,,,48,4.3,25,,,41,2.7,25,,
4,I,3,301,975960277,Hele landet,Oslo,Oslo,Stenbråten skole,54,2.4,68,,,49,2.4,68,,,48,2.7,66,,
4,I,3,301,979718403,Hele landet,Oslo,Oslo,Stiftelsen montessoriskolen Lyse,54,3.5,18,0,0,55,3.2,18,0,0,51,3,18,0,0
4,I,3,301,974590212,Hele landet,Oslo,Oslo,Stovner skole,56,1.8,68,,,50,2.1,68,,,51,2.1,68,,
4,I,3,301,979127413,Hele landet,Oslo,Oslo,Svendstuen skole,55,2.6,55,0,1.8,55,2.5,56,0,0,55,2,53,,
