EnhetNivaa,Nasjonaltkode,Fylkekode,Kommunekode,Organisasjonsnummer,Nasjonalt,Fylke,Kommune,EnhetNavn,E.8.B,E.8.B.u,E.8.B.N,E.8.G,E.8.G.u,E.8.G.N,R.8.B,R.8.B.u,R.8.B.N,R.8.G,R.8.G.u,R.8.G.N,M.8.B,M.8.B.u,M.8.B.N,M.8.G,M.8.G.u,M.8.G.N
4,I,3,301,974589966,Hele landet,Oslo,Oslo,Linderud skole,42,3,28,48,3.9,20,39,2.2,28,45,4.2,23,40,2.5,28,43,4.7,22
4,I,54,5428,975268586,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Nordreisa - Ráisa - Raisi,Storslett skole,43,4.9,21,46,4.5,21,41,5,21,43,4.1,23,44,4.7,22,41,5,22
4,I,42,4205,975271609,Hele landet,Agder,Lindesnes,Øyslebø skole,44,3.6,13,43,4,11,42,3.8,14,43,2.9,11,47,4.8,14,40,3,11
4,I,3,301,974590549,Hele landet,Oslo,Oslo,Haugenstua skole,45,3.5,33,49,2.4,45,42,2.4,31,49,2.7,44,47,3.5,34,48,2.4,44
4,I,42,4204,985315469,Hele landet,Agder,Kristiansand,Oasen skole Birkelid AS,46,7,10,46,4.9,13,42,7.7,11,49,7.9,11,,,,,,
4,I,30,3044,875284932,Hele landet,Viken,Hol,Geilo barne- og ungdomsskole,46,4.9,22,48,2.8,20,42,3.3,20,48,4.5,19,47,3.9,21,48,4.2,21
4,I,3,301,974590468,Hele landet,Oslo,Oslo,Lindeberg skole,47,3.3,30,50,3.3,36,42,3.1,30,47,2.9,36,46,2.9,30,42,2.7,36
4,I,3,301,974590115,Hele landet,Oslo,Oslo,Rommen skole,48,2.8,41,51,2.8,30,42,2.3,41,47,2.7,30,45,2.5,39,45,2.5,30
4,I,11,1106,984065159,Hele landet,Rogaland,Haugesund,Skåredalen skole,51,3.5,27,50,4,25,42,2.8,27,44,2.4,25,51,4.3,27,48,2.6,24
4,I,50,5035,980851176,Hele landet,Trøndelag - Trööndelage,Stjørdal,Hegra ungdomsskole,43,4.1,21,45,3.5,21,43,3.7,21,46,2.6,22,46,4.4,21,41,2.8,22
4,I,50,5038,974036606,Hele landet,Trøndelag - Trööndelage,Verdal,Vuku barne- og ungdomsskole,44,3,24,44,4.2,22,43,2.8,25,46,4,22,48,2.6,25,45,3.1,22
4,I,54,5403,984606060,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Alta,Sandfallet ungdomsskole,45,3.5,35,47,3,43,43,3.1,35,49,3.2,43,46,3.2,34,43,2.4,43
4,I,50,5038,975279340,Hele landet,Trøndelag - Trööndelage,Verdal,Verdalsøra ungdomsskole,45,2.1,72,46,2.1,54,43,1.8,72,47,1.8,54,49,1.8,73,47,2.3,54
4,I,18,1868,975288129,Hele landet,Nordland,Øksnes,Myre skole,46,3.9,20,49,3.4,22,43,5.5,19,47,3.7,23,45,4.6,20,47,3.5,21
4,I,46,4632,975285863,Hele landet,Vestland,Austrheim,Årås skule,46,5.5,10,51,4.1,23,43,5.6,10,49,3.9,23,49,6.4,10,47,3.2,22
4,I,11,1149,875290282,Hele landet,Rogaland,Karmøy,Stangeland ungdomsskole,47,2.6,41,49,2.2,57,43,2.1,42,49,2.5,59,49,2.5,41,47,2.4,58
4,I,54,5435,975280047,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Nordkapp,Honningsvåg skole,47,4.4,24,43,5.2,12,43,4.1,25,42,3.6,12,45,4.1,25,44,4,11
4,I,38,3803,975268683,Hele landet,Vestfold og Telemark,Tønsberg,Byskogen Kombinerte skole,47,3.7,38,49,2.7,27,43,2.7,38,48,2.6,26,46,3.6,38,43,3.1,27
4,I,30,3004,974565420,Hele landet,Viken,Fredrikstad,Cicignon skole,47,3.3,23,50,2.6,42,43,3.1,20,45,2.8,42,47,3.6,20,43,3,43
4,I,15,1547,975283372,Hele landet,Møre og Romsdal,Aukra,Julsundet skole,48,3.5,22,48,4.2,14,43,2.9,22,52,5,14,47,3.5,22,48,4.2,14
4,I,3,301,913511085,Hele landet,Oslo,Oslo,Granstangen skole,48,2.8,50,49,2.2,68,43,2.4,50,45,1.9,68,47,2.8,51,45,2.4,67
4,I,50,5025,975282775,Hele landet,Trøndelag - Trööndelage,Røros,Røros skole,48,3.1,31,49,3.8,28,43,3.3,32,52,3.6,27,44,3.2,32,48,3.6,27
4,I,50,5001,875290142,Hele landet,Trøndelag - Trööndelage,Trondheim,Sjetne skole,48,4.5,21,50,3,40,43,5,21,49,3.4,39,45,3.6,24,45,2.7,39
4,I,42,4202,914142008,Hele landet,Agder,Grimstad,Drottningborg ungdomsskole AS,50,5.2,17,49,3.2,27,43,3.6,18,45,2,31,53,4.9,18,49,2.8,30
4,I,34,3442,875290622,Hele landet,Innlandet,Østre Toten,Lena ungdomsskole,45,3.3,37,46,2.4,31,44,3,37,52,2.8,31,47,3.1,35,45,3.1,31
4,I,15,1563,974016370,Hele landet,Møre og Romsdal,Sunndal,Sunndal ungdomsskole,45,3.9,29,48,2.7,36,44,3.4,29,51,3.1,36,48,2.7,28,46,3,36
4,I,50,5027,975282848,Hele landet,Trøndelag - Trööndelage,Midtre Gauldal,Støren ungdomsskole,45,3.4,33,46,3.2,42,44,2,32,50,3.1,41,44,2.4,34,47,2.8,40
4,I,15,1531,975289745,Hele landet,Møre og Romsdal,Sula,Sula ungdomsskule,46,2.8,52,47,2.5,52,44,2.6,51,45,2.5,52,48,2.4,52,43,2.2,51
4,I,30,3005,992374179,Hele landet,Viken,Drammen,Marienlyst ungdomsskole,46,1.9,84,49,2.3,77,44,1.7,84,49,2.4,77,47,2.2,84,48,2.4,78
4,I,34,3418,975273156,Hele landet,Innlandet,Åsnes,Åsnes ungdomsskole,47,2.9,30,47,3.4,30,44,3.2,30,48,3.5,30,48,2.7,30,47,3.5,30
4,I,38,3803,975294811,Hele landet,Vestfold og Telemark,Tønsberg,Vear Kombinerte skole,47,2.9,38,50,3.3,31,44,3,39,48,3.5,30,48,3.7,39,46,2.3,30
4,I,34,3422,975273407,Hele landet,Innlandet,Åmot,Åmot ungdomsskole,48,5.3,16,48,3.9,25,44,4.8,16,51,3.5,25,48,4.3,16,46,3.2,25
4,I,15,1547,975289923,Hele landet,Møre og Romsdal,Aukra,Gossen barne- og ungdomsskole Avd skole,48,5.5,16,52,4.5,18,44,4.7,16,51,3.5,18,52,3.8,16,48,3.5,19
4,I,15,1579,875283502,Hele landet,Møre og Romsdal,Hustadvika,Fræna ungdomsskule,48,3.7,32,46,2.8,34,44,3.4,33,48,2.8,33,47,4,29,47,2.9,34
4,I,3,301,874590622,Hele landet,Oslo,Oslo,Tokerud skole,48,2.6,67,50,2.7,51,44,2.2,65,46,2.5,52,49,2.4,67,47,2.8,53
4,I,11,1106,975275981,Hele landet,Rogaland,Haugesund,Håvåsen skole,48,2.3,61,51,2.5,62,44,2.3,60,48,2.4,64,46,2.3,60,46,2.5,64
4,I,11,1103,974611848,Hele landet,Rogaland,Stavanger,Smiodden skole,48,2.8,37,51,2.7,40,44,2.1,37,50,2.8,40,45,2.6,37,48,2.4,40
4,I,54,5422,974058782,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Balsfjord,Storsteinnes skole,48,4.7,16,49,4.6,11,44,4,16,44,3.1,12,50,4.6,15,43,3.4,11
4,I,50,5059,974588390,Hele landet,Trøndelag - Trööndelage,Orkland,Grøtte skole,48,3.2,28,49,3.4,24,44,3.2,28,49,4.3,23,48,3.3,28,46,3,23
4,I,30,3025,974578336,Hele landet,Viken,Asker,Borgen ungdomsskole,48,3.5,38,53,2.9,44,44,3.6,38,51,3.2,45,47,4.3,38,51,3.3,44
4,I,30,3004,974565277,Hele landet,Viken,Fredrikstad,Borge ungdomsskole,48,1.8,69,46,2.2,67,44,1.6,69,47,1.9,67,47,2.1,69,44,1.7,68
4,I,30,3020,974593548,Hele landet,Viken,Nordre Follo,Siggerud skole,48,3.3,23,50,4.3,29,44,4,23,51,4.5,30,48,3.7,23,48,2.6,30
4,I,42,4213,975283070,Hele landet,Agder,Tvedestrand,Lyngmyr skole,49,3,29,51,2.6,35,44,3,28,52,2.9,36,49,2.9,28,50,2.7,34
4,I,11,1127,874551422,Hele landet,Rogaland,Randaberg,Harestad skole,49,3,31,52,3.4,29,44,2.9,31,51,3.1,29,51,3.2,29,51,3.3,28
4,I,50,5001,975279081,Hele landet,Trøndelag - Trööndelage,Trondheim,Spongdal skole,49,3.8,33,49,3.1,33,44,3.1,33,50,3,35,48,3.7,32,48,2.4,34
4,I,3,301,980953602,Hele landet,Oslo,Oslo,Bjørnholt ungdomsskole,50,2.7,39,46,2.5,38,44,3.1,34,41,3,35,49,3.6,38,42,2.6,38
4,I,11,1146,975290719,Hele landet,Rogaland,Tysvær,Frakkagjerd ungdomsskole,50,3,43,49,2.5,49,44,3,43,47,2.1,48,48,3.4,43,47,2.4,50
4,I,46,4601,974738368,Hele landet,Vestland,Bergen,Holen skole,50,2.5,60,50,2.8,39,44,2.6,62,47,2.7,40,49,2.9,61,44,2.3,39
4,I,34,3428,975273520,Hele landet,Innlandet,Alvdal,Alvdal ungdomsskole,45,3.9,16,49,3.5,15,45,2.9,16,51,4.4,15,49,4.2,16,49,3.5,15
4,I,50,5037,876976072,Hele landet,Trøndelag - Trööndelage,Levanger,Skogn barne- og ungdomsskole,45,3,25,42,3.7,27,45,3,27,48,3.8,27,48,3.6,27,46,3.3,27
4,I,18,1860,975288684,Hele landet,Nordland,Vestvågøy,Leknes skole,46,4,27,46,2.7,43,45,3.2,28,47,2.8,46,46,3.6,27,46,2.8,43
4,I,11,1114,974623528,Hele landet,Rogaland,Bjerkreim,Vikeså skule,46,3.9,18,48,4.9,20,45,4.2,17,51,3.9,21,53,5.3,18,52,4,19
4,I,11,1160,974618109,Hele landet,Rogaland,Vindafjord,Vikedal skule,46,5.6,14,48,5.2,14,45,4.4,14,50,4.2,14,51,4.7,14,48,4.3,14
4,I,54,5427,975299821,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Skjervøy,Skjervøy ungdomsskole,46,5.8,12,,,,45,3,10,,,,49,4.4,11,,,
4,I,46,4626,995431971,Hele landet,Vestland,Øygarden,Tranevågen ungdomsskule,46,2,76,48,2.2,65,45,2,73,49,2,65,47,2.1,76,46,2.2,64
4,I,30,3004,973872087,Hele landet,Viken,Fredrikstad,Vestbygda ungdomsskole,46,3.1,19,51,2.8,31,45,2.9,19,54,3,30,50,2.9,20,54,3.3,30
4,I,30,3049,974546086,Hele landet,Viken,Lier,Sylling skole,46,4.5,22,47,3.3,16,45,4.5,23,50,4.8,17,49,4.2,23,47,4,17
4,I,34,3407,975292762,Hele landet,Innlandet,Gjøvik,Vardal ungdomsskole,47,2.4,54,50,2.1,55,45,2.4,54,52,2.3,55,47,2.3,54,47,2.3,55
4,I,18,1870,975288277,Hele landet,Nordland,Sortland - Suortá,Sortland ungdomsskole,47,2,80,48,2.4,57,45,1.8,82,49,2.5,57,47,2.2,81,45,2.5,56
4,I,11,1119,975275841,Hele landet,Rogaland,Hå,Nærbø ungdomsskule,47,2.7,43,49,2.2,54,45,2.5,43,50,2.6,55,,,,,,
4,I,11,1149,975274934,Hele landet,Rogaland,Karmøy,Bø ungdomsskole,47,2.9,49,46,2.1,46,45,2.2,48,50,2.3,45,49,2.8,47,49,2.3,46
4,I,50,5001,923189963,Hele landet,Trøndelag - Trööndelage,Trondheim,Trondheim idrettsungdomsskole AS,47,4,15,50,4.6,14,45,3.9,15,53,5.5,15,49,3.3,15,48,3.4,14
4,I,38,3802,974542714,Hele landet,Vestfold og Telemark,Holmestrand,Gjøklep ungdomsskole,47,2.3,76,48,2.2,63,45,2.2,76,49,2.3,62,48,2.1,76,47,1.9,63
4,I,46,4631,975286118,Hele landet,Vestland,Alver,Meland ungdomsskule,47,3.4,36,47,2.3,36,45,3,39,47,2.6,36,47,2.9,39,44,2,36
4,I,30,3003,975280551,Hele landet,Viken,Sarpsborg,Hafslund ungdomsskole,47,2.6,53,50,2.8,40,45,2.1,54,47,2.9,42,46,2.4,53,47,2.7,42
4,I,34,3447,975290646,Hele landet,Innlandet,Søndre Land,Søndre Land ungdomsskole,48,3.3,31,51,3.6,26,45,3.3,31,52,2.9,26,42,3.7,31,45,2.5,26
4,I,3,301,974590557,Hele landet,Oslo,Oslo,Haugerud skole,48,2.5,64,51,2.5,65,45,2,66,47,2.6,67,48,2.6,65,46,2.3,66
4,I,3,301,974590794,Hele landet,Oslo,Oslo,Lofsrud skole,48,2.2,59,48,2.2,73,45,1.8,60,45,2.1,75,49,2.4,61,44,2.1,74
4,I,38,3805,974584697,Hele landet,Vestfold og Telemark,Larvik,Brunla ungdomsskole,48,2.9,36,46,2.6,42,45,2.8,36,47,2.4,42,47,2.7,36,44,2.8,41
4,I,38,3804,974606984,Hele landet,Vestfold og Telemark,Sandefjord,Andebu ungdomsskole,48,3.3,42,44,2.8,33,45,2.9,42,49,2.8,34,50,3.4,42,45,2.3,34
4,I,46,4625,975289281,Hele landet,Vestland,Austevoll,Austevoll ungdomsskule,48,3.7,36,48,3.2,38,45,3.1,36,47,2.2,37,48,3.1,36,45,2.5,38
4,I,30,3020,975289591,Hele landet,Viken,Nordre Follo,Fløysbonn skole,48,3.6,32,50,2.6,49,45,3.5,32,51,2.3,49,49,3.3,32,50,2.2,49
4,I,30,3033,975289613,Hele landet,Viken,Ullensaker,Vesong ungdomsskole,48,3,52,50,2.5,43,45,2.4,52,49,2.5,43,48,2.4,52,45,2.7,42
4,I,11,1149,975275167,Hele landet,Rogaland,Karmøy,Skudenes ungdomsskole,49,3.9,26,47,2.7,33,45,3,25,46,2.8,33,48,3.9,26,44,3.2,33
4,I,54,5406,875279912,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Hammerfest - Hámmerfeasta,Fjordtun skole,49,3.5,19,51,4.6,10,45,3.6,19,47,7.4,10,45,2.7,19,43,3.9,10
4,I,50,5036,975279480,Hele landet,Trøndelag - Trööndelage,Frosta,Frosta skole,49,8.7,11,48,6.2,14,45,6.1,11,44,5.5,15,48,7.7,11,46,4.5,15
4,I,50,5059,974588382,Hele landet,Trøndelag - Trööndelage,Orkland,Orkanger ungdomsskole,49,2.7,39,47,2.5,55,45,2.1,39,45,2.1,55,50,3.3,39,46,2.2,55
4,I,38,3814,975299422,Hele landet,Vestfold og Telemark,Kragerø,Sannidal ungdomsskole,49,3.3,26,47,4.2,20,45,3.2,26,48,3.5,19,49,3.3,26,43,3.4,20
4,I,30,3004,973871935,Hele landet,Viken,Fredrikstad,Haugeåsen ungdomsskole,49,1.8,91,50,2.2,58,45,1.6,90,49,1.9,60,48,1.9,90,46,2.3,59
4,I,34,3407,975290603,Hele landet,Innlandet,Gjøvik,Bjørnsveen ungdomsskole,50,3.3,45,50,2.6,46,45,3.2,45,52,3.1,46,50,3,46,49,3,47
4,I,15,1505,975299155,Hele landet,Møre og Romsdal,Kristiansund,Frei ungdomsskole,50,3.2,40,50,2.6,42,45,3.1,41,51,2.8,44,49,2.9,38,50,2.6,42
4,I,15,1507,876599112,Hele landet,Møre og Romsdal,Ålesund,Stiftelsen Møre barne- og Ungdomsskule. Ålesund,50,3.7,19,49,3.1,26,45,4.8,22,49,3.6,26,50,4,22,46,4.2,26
4,I,50,5001,975279049,Hele landet,Trøndelag - Trööndelage,Trondheim,Åsheim ungdomsskole,50,2.4,72,48,2.3,62,45,2.3,74,46,2.7,63,48,2.6,73,43,2.1,62
4,I,15,1535,925148849,Hele landet,Møre og Romsdal,Vestnes,Helland ungdomsskule,51,4.1,20,49,4.3,27,45,4.5,21,49,3.8,27,49,4.4,21,46,3.5,27
4,I,38,3806,975295702,Hele landet,Vestfold og Telemark,Porsgrunn,Stridsklev ungdomsskole,51,4,19,54,5.6,10,45,4.1,19,52,6.3,10,48,5.7,18,50,6.2,10
4,I,54,5401,979446373,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Tromsø,Storelva skole,52,4.7,21,52,5.2,12,45,3.1,21,49,2.1,12,52,5.2,19,50,4.4,12
4,I,46,4616,975281418,Hele landet,Vestland,Tysnes,Tysnes skule,43,4.7,16,51,4.3,13,46,2.6,16,54,3.9,13,49,4.9,16,51,4.8,14
4,I,34,3419,975273210,Hele landet,Innlandet,Våler (Innlandet),Våler barne- og ungdomsskole,44,6.2,11,48,4.1,14,46,4.5,11,51,3.6,14,47,3.7,11,50,5.3,14
4,I,42,4203,875283162,Hele landet,Agder,Arendal,Stuenes skole Barne- og Ungdomstrinn,45,2.9,44,47,3.3,36,46,2.2,42,49,2.4,37,48,3,44,45,2.6,37
4,I,18,1813,975286479,Hele landet,Nordland,Brønnøy,Salhus skole,45,4.3,22,45,3.3,20,46,2.9,24,49,2.8,21,48,2.6,23,45,3.3,19
4,I,30,3018,975280802,Hele landet,Viken,Våler (Viken),Våler ungdomsskole,45,3.6,31,46,3,36,46,3.1,30,47,3.2,36,45,3.5,29,46,2.7,36
4,I,42,4204,975271579,Hele landet,Agder,Kristiansand,Tangvall skole,46,3.6,36,48,3.1,31,46,3.1,35,49,3.1,32,47,3.7,36,45,2.7,32
4,I,34,3436,976641345,Hele landet,Innlandet,Nord-Fron,Vinstra ungdomsskole,46,2.8,31,49,2.7,33,46,2.2,31,52,3.1,33,46,3.1,32,47,2.5,33
4,I,11,1119,975299961,Hele landet,Rogaland,Hå,Varhaug ungdomsskule,46,3,27,46,2.1,32,46,2.7,30,49,3.4,33,49,2.7,29,47,3.1,33
4,I,46,4627,975287467,Hele landet,Vestland,Askøy,Fauskanger barne- og ungdomsskule,46,5.6,19,50,4.6,13,46,4.2,19,52,5.7,13,48,5.1,19,44,5.7,13
4,I,30,3026,974583704,Hele landet,Viken,Aurskog-Høland,Bråte skole,46,3.4,28,45,3.4,34,46,3.4,30,47,3.7,35,47,3,29,44,2.9,34
4,I,11,1108,974610973,Hele landet,Rogaland,Sandnes,Riska ungdomsskole,47,2.2,53,47,3,46,46,2.2,52,47,2.3,51,48,2.5,52,43,2,50
4,I,54,5444,922573115,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Sør-Varanger,Sandnes og Bjørnevatn skole,47,3.7,20,47,3.5,16,46,4.1,20,49,3.7,16,53,4.1,20,49,3.6,16
4,I,50,5007,975290115,Hele landet,Trøndelag - Trööndelage,Namsos - Nåavmesjenjaelmie,Namsos ungdomsskole,47,2.9,38,45,3.4,35,46,3.1,38,47,2.7,35,50,3.4,38,46,2.7,35
4,I,50,5001,974588145,Hele landet,Trøndelag - Trööndelage,Trondheim,Klæbu ungdomsskole,47,3.5,40,44,2.9,40,46,3.6,39,48,3.3,39,50,3.7,38,47,3.2,39
4,I,30,3006,975284670,Hele landet,Viken,Kongsberg,Vestsiden ungdomsskole,47,2.8,45,51,2.4,57,46,2.3,43,51,2.5,56,51,2.9,45,51,2.5,54
4,I,30,3016,975290530,Hele landet,Viken,Rakkestad,Rakkestad ungdomsskole,47,2.5,53,46,2.6,48,46,2.2,54,48,2.5,49,49,2.6,54,48,3,48
4,I,42,4202,974548852,Hele landet,Agder,Grimstad,Grimstad ungdomsskole,48,2.1,56,44,2.6,49,46,2.1,55,46,2.5,51,51,2.3,55,45,2.1,50
4,I,42,4215,975283224,Hele landet,Agder,Lillesand,Lillesand ungdomsskole,48,2.7,60,50,2.2,65,46,2,62,51,2.4,67,47,2.1,60,47,1.7,67
4,I,15,1506,873994592,Hele landet,Møre og Romsdal,Molde,Bergmo ungdomsskole,48,2.3,49,47,2.5,52,46,2.3,52,49,2.7,54,48,2.7,51,45,2.4,54
4,I,50,5054,875282492,Hele landet,Trøndelag - Trööndelage,Indre Fosen,Stadsbygd skole,48,5,13,47,5,13,46,4.6,13,49,5.3,13,48,4.8,13,43,3.7,13
4,I,38,3806,975277984,Hele landet,Vestfold og Telemark,Porsgrunn,Tveten ungdomsskole,48,3.2,32,53,2.7,38,46,3,33,53,2.2,38,50,3.3,32,50,2.2,38
4,I,38,3807,976824466,Hele landet,Vestfold og Telemark,Skien,Gimsøy skole,48,2.6,51,51,2.2,75,46,2.8,53,52,1.9,75,50,2.7,52,48,1.8,75
4,I,38,3807,975294994,Hele landet,Vestfold og Telemark,Skien,Kongerød ungdomsskole,48,2.9,36,50,4.1,33,46,2.7,36,46,3.2,33,49,2.6,36,45,3.9,33
4,I,46,4601,974738473,Hele landet,Vestland,Bergen,Garnes ungdomsskule,48,1.7,81,48,2.1,84,46,1.9,80,49,1.8,86,48,1.9,80,47,1.9,85
4,I,46,4602,975276716,Hele landet,Vestland,Kinn,Vågsøy ungdomsskule,48,3.2,31,48,2.7,36,46,2.5,30,49,3.2,34,53,3.8,31,50,3,33
4,I,46,4651,875276972,Hele landet,Vestland,Stryn,Stryn ungdomsskule,48,3.2,33,50,3.7,24,46,3,34,51,3.7,24,50,3.5,33,47,3.3,24
4,I,46,4626,975287769,Hele landet,Vestland,Øygarden,Sund ungdomsskule,48,2.4,49,49,2.7,53,46,2.1,48,51,2.3,52,48,1.8,48,46,2.1,52
4,I,30,3030,979797699,Hele landet,Viken,Lillestrøm,Tæruddalen skole,48,2.4,64,49,2.3,69,46,2.4,63,50,2.2,69,48,2.3,64,49,2,69
4,I,30,3003,975280543,Hele landet,Viken,Sarpsborg,Sandbakken barne- og ungdomsskole,48,2.4,50,47,2.6,47,46,2.3,52,49,2.5,45,48,2.3,52,46,2.2,47
4,I,42,4204,974598574,Hele landet,Agder,Kristiansand,Møvig skole,49,3.2,46,48,2.9,51,46,2.9,47,50,3.1,51,50,3.3,45,48,2.6,51
4,I,34,3414,975289176,Hele landet,Innlandet,Nord-Odal,Nord-Odal ungdomsskole,49,4.5,23,49,3.8,31,46,4,23,51,3,31,48,3.5,23,47,3.7,31
4,I,11,1124,975267687,Hele landet,Rogaland,Sola,Tananger ungdomsskole,49,2.3,45,54,2.9,42,46,2.6,44,54,3,42,49,2.8,44,51,2.6,42
4,I,54,5406,975279626,Hele landet,Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku,Hammerfest - Hámmerfeasta,Breilia skole,49,3.6,37,50,3,31,46,2.9,38,49,3.3,31,50,2.9,35,45,3.2,30
4,I,38,3801,974605694,Hele landet,Vestfold og Telemark,Horten,Orerønningen ungdomsskole,49,2.5,30,49,2.8,40,46,3.3,31,48,2.7,40,49,3.6,30,44,2.4,40
4,I,38,3817,975290301,Hele landet,Vestfold og Telemark,Midt-Telemark,Bø ungdomsskule,49,3.5,29,52,4,26,46,3.7,30,56,3.7,26,52,3.4,30,52,4.8,25
4,I,38,3818,974548429,Hele landet,Vestfold og Telemark,Tinn,Rjukan ungdomsskole,49,5.4,17,48,3.5,23,46,3.4,17,45,2.9,23,46,4.2,17,43,2.1,23
4,I,46,4601,974738465,Hele landet,Vestland,Bergen,Åstveit skole,49,2.2,70,49,2.2,65,46,2,73,52,2.3,66,50,2,72,48,2.1,66
4,I,30,3025,974578344,Hele landet,Viken,Asker,Hovedgården ungdomsskole,49,3,43,52,2.3,48,46,3.2,43,52,1.9,49,47,3.6,43,51,1.9,49
4,I,30,3024,989280902,Hele landet,Viken,Bærum,Vøyenenga skole,49,2.3,57,49,2.5,48,46,2,59,49,2.6,49,48,2.6,58,46,2.3,48
4,I,30,3004,974565285,Hele landet,Viken,Fredrikstad,Begby barne- og ungdomsskole,49,3.2,21,52,4.4,21,46,4.4,23,52,3.7,21,50,3.2,22,50,3.7,21
4,I,30,3032,974547651,Hele landet,Viken,Gjerdrum,Gjerdrum ungdomsskole,49,2.7,48,50,3.4,35,46,2.3,48,51,3,35,51,2.6,47,48,2.6,35
4,I,30,3017,975289125,Hele landet,Viken,Råde,Råde kommune Råde ungdomsskole,49,2.8,49,49,3.4,28,46,2.1,49,50,3,28,50,2.6,48,46,2,28
4,I,30,3033,975272524,Hele landet,Viken,Ullensaker,Allergot ungdomsskole,49,2.4,58,48,2.1,67,46,2.3,58,49,2.1,68,48,2.3,58,46,2.1,68
4,I,30,3033,913394844,Hele landet,Viken,Ullensaker,Gystadmarka ungdomsskole,49,1.9,79,49,2,76,46,1.7,81,50,2.1,76,51,2.2,81,47,2.2,74
4,I,11,1106,975276007,Hele landet,Rogaland,Haugesund,Hauge skole,50,4.9,27,,,,46,3.8,27,,,,48,3.3,27,,,
4,I,38,3801,974605686,Hele landet,Vestfold og Telemark,Horten,Holtan ungdomsskole,50,2.3,76,52,3,44,46,2.5,76,50,3,44,47,2.5,77,45,2.6,44
4,I,46,4614,974563444,Hele landet,Vestland,Stord,Stord ungdomsskule,50,2.6,50,53,2.4,42,46,3.2,45,49,3,45,48,2.6,47,47,3.1,41
4,I,30,3005,974561840,Hele landet,Viken,Drammen,Svelvik ungdomsskole,50,2.3,53,51,2.5,43,46,2.6,53,50,2.6,43,45,2.6,53,45,2.6,43
4,I,30,3002,975280446,Hele landet,Viken,Moss,Bytårnet skole,50,2.3,46,49,2.8,36,46,2,46,47,3.4,34,48,2.6,46,45,2.6,35
4,I,30,3003,875280732,Hele landet,Viken,Sarpsborg,Tindlund ungdomsskole,50,2,48,49,2.5,46,46,2.3,47,49,2.5,48,49,2.4,48,47,2,49
4,I,15,1507,974573490,Hele landet,Møre og Romsdal,Ålesund,Skarbøvik ungdomsskole,51,2.9,33,51,3,36,46,2.8,34,51,2.9,35,50,2.8,34,46,2.8,37
4,I,3,301,979125917,Hele landet,Oslo,Oslo,Groruddalen skole,51,3.5,43,49,3.2,41,46,2.9,48,45,2.7,41,46,2.8,46,42,2.7,42
4,I,42,4204,974598590,Hele landet,Agder,Kristiansand,Fiskå skole,52,3.5,33,52,3.1,37,46,3,33,53,3.4,37,50,2.6,33,52,3,37
4,I,11,1133,975275485,Hele landet,Rogaland,Hjelmeland,Hjelmeland skule,45,6,14,52,6.2,18,47,4.5,12,54,4.2,17,45,5,14,48,3.8,18
4,I,38,3802,975268799,Hele landet,Vestfold og Telemark,Holmestrand,Hof skole,45,4.6,16,52,4.3,19,47,4,18,52,3.1,19,48,4.3,18,49,3.6,19
4,I,30,3015,975280640,Hele landet,Viken,Skiptvet,Kirkelund skole,45,6.2,11,51,3,26,47,5.8,11,54,3.1,26,51,7,10,53,2.9,26
4,I,42,4219,975280977,Hele landet,Agder,Evje og Hornnes,Evje ungdomsskule,46,3.4,23,48,3.3,23,47,4.5,23,50,3.2,23,51,3.5,23,48,3.9,23
4,I,34,3415,973672770,Hele landet,Innlandet,Sør-Odal,Glommasvingen skole,46,2.9,41,47,3.6,36,47,2.6,42,48,2.7,38,46,2.8,41,44,2.7,36
4,I,18,1865,974558653,Hele landet,Nordland,Vågan,Kabelvåg ungdomsskole,46,5.9,12,53,4.8,11,47,4.9,12,50,3.1,11,46,3.8,14,47,4.6,12
4,I,42,4204,984446853,Hele landet,Agder,Kristiansand,Tinntjønn skole,47,2.9,46,46,3.4,30,47,2.1,46,47,4,31,48,2.6,46,44,2.8,31
4,I,46,4621,975289702,Hele landet,Vestland,Voss,Voss ungdomsskule,47,2.2,73,,,,47,2.1,73,53,2.3,72,51,2.2,75,,,
4,I,30,3026,974583674,Hele landet,Viken,Aurskog-Høland,Bjørkelangen skole,47,2.6,32,47,3.1,39,47,2.6,33,50,2.7,39,47,2.7,33,46,2.8,40
4,I,30,3053,975274004,Hele landet,Viken,Jevnaker,Jevnaker ungdomsskole,47,3.3,35,45,3,43,47,2.7,35,48,3.2,43,51,3.2,35,47,2.4,42
